Datetime,Tweet Id,Text,Username,UserReply
2022-09-14 08:31:23+00:00,1569967030094409728,"Nah gimana nih sama kalian? Udah coba pake Fitur Analisis Pengeluaran dari Bank Jago belom? Jawab di replay dong gaess! 

Jangan lupa juga buat retweet, biar banyak yang aware sama fitur ini 😉

Info lengkap : https://t.co/J6ny2oZfyV https://t.co/IoGvWUBMXf",jadijago,https://twitter.com/jadijago
2022-09-14 08:30:12+00:00,1569966735402610688,@Rizkaaee @zephyrarye @i_m_mortal_ Itu pas setoran awal saldi harus dri bank lain ya? Misal sama2 bank digital kek jago/seabank nanti bakal keitung egk ya? Apa mnding dri BCA aja?,Anitahirrr,https://twitter.com/Rizkaaee
2022-09-14 07:37:35+00:00,1569953491405393921,"Akibat FOMO kehebohan iOS 16 😂😂😂
Sekarang Tokped udah ada searchnya. Bank Jago masih ngebug aja kayak dulu. Netflix aku ganti bahasa ke English karena mau nonton The Bros, eh ngebug, abis update udah normal lagi. App lain masih aman sejauh ini 😁",ronarisk,https://twitter.com/ronarisk
2022-09-14 07:24:05+00:00,1569950093566148608,"Public Expose 2022, Bank Jago Perkuat Kolaborasi dengan Ekosistem https://t.co/ujFSHlA3B7 #BandarLampung #Sumatra",Kabar_sigercom,
2022-09-14 07:18:25+00:00,1569948668480098304,@chocomelon11_ @iiiNyaTiga @i_m_mortal_ Tmrw sama kyk seabank atau bank jago gitu kah?,MaulinaVirna,https://twitter.com/chocomelon11_
2022-09-14 07:03:36+00:00,1569944940297465858,@togethertros @jongsukoppaaaaa @idknowhy Tmrw sama kek seabank sm bank jago kah? Yg admin bulanannya free?,MaulinaVirna,https://twitter.com/missyoukack
2022-09-14 06:37:43+00:00,1569938425700315136,bank jago berguna juga,aslaiseng,
2022-09-14 06:27:28+00:00,1569935847641993217,"@SamudraPutraIn1 @i_m_mortal_ Bukan kak, aku bank jago dulu juga dapet gopaycoin 100rb 😁",chocomelon11_,https://twitter.com/SamudraPutraIn1
2022-09-14 06:24:59+00:00,1569935219951796226,@chocomelon11_ @i_m_mortal_ Bukan lewat aplikasi gojek kak? Kaya promo bank jago dulu,SamudraPutraIn1,https://twitter.com/chocomelon11_
2022-09-14 06:22:30+00:00,1569934596166524929,"@kucianggggg aku baru pake tapi udah senengg, kalo mau tanya2 boleh dm kak (bukan admin bank jago yah wkwk), kumau promosi kode refferal aku kalo mau daftar MUH56DD5 dapet bonus saldo 25rb nanti",bruyess,https://twitter.com/kucianggggg
2022-09-14 04:42:19+00:00,1569909386210050048,@kyuttiekyuu Bank jago ya? Aku udah ada dari lama 😭😭,strawberries5s,https://twitter.com/jaemin_kyuu
2022-09-14 04:32:59+00:00,1569907037538234369,deg degan kalo ada notif dari bank Jago wkwk,sykzir,
2022-09-14 03:35:01+00:00,1569892449912504325,"@ssefnum bisa pake bank jago. ada fitur nabung rutin auto debit, jadi bakal ga lupa kalo harus nabung",eunucta,https://twitter.com/ssefnum
2022-09-14 02:09:50+00:00,1569871013089017857,"@owhdhhfj @tokopedia @gopayindonesia Halo, Jagoan! Terima kasih menggunakan Bank Jago. Kami sangat senang jika kamu puas dengan Bank Jago 😉️. Jika kamu memiliki pertanyaan, kamu bisa langsung hubungi Tanya Jago di nomor 1500746 / 021-30000746 atau e-mail ke tanya@jago.com ya.",jadijago,https://twitter.com/owhdhhfj
2022-09-14 00:54:17+00:00,1569851999394627585,"@Lalafckngsatti Huaaaa, thank youuuu!!!! Iya setelah aku baca2 review org2, bank jago lbh hemat dibandingkan bank sejenis lainnya. Soalnya si jenius makin lama katanya makin banyak potongan. Makasih banyak reviewnyaa❤",kucianggggg,https://twitter.com/Skenala__
2022-09-14 00:36:18+00:00,1569847471874121728,"Yuk yang butuh jasa Edit video, HD video, ads birthday, corat coret photo, feed ig, design merch kpop bisa langsung wa ke https://t.co/sgizxd3w3s (fast respon). 

💳 payment via : Spay, Dana, Qris, Bank jago

#zonauang #zonajajan #zonaba #zonabu https://t.co/bi29dk3gus",mylittlepandaaa,
2022-09-13 20:51:11+00:00,1569790819615522816,"@worksfess Kalo gamau pake cc, try bank jago. Ada logo visa dan bisa sambungin paypal",istkey_,https://twitter.com/worksfess
2022-09-13 16:06:42+00:00,1569719227208323074,@dobelalpha bank jago inimah,positipiti,https://twitter.com/dobelalpha
2022-09-13 15:09:43+00:00,1569704888346759171,ah secinta itu sama Bank Jago!!!!,fanani__,
2022-09-13 14:55:31+00:00,1569701314279636992,"@worksfess klo cc biasa untuk kartu visa/mastercard nder, coba liat kartu atm mu, klo ada bisa dipake ko, caranya masukin no kartu itu ke platform yg mau kamu subs, misalnya youtube , nanti pembayaran langsung auto debit deh, biasanya bank yg nyediain bca, jenius, line bank, bank jago",anhapppp,https://twitter.com/worksfess
2022-09-13 14:17:00+00:00,1569691622010658823,"Ada yg pernah pake bank jago??,honrst review donkk Hehee",kucianggggg,
2022-09-13 13:36:06+00:00,1569681326936313856,beneran kaget market cap bank jago ternyata lebih tinggi dari unilever. neobanks invasion is real,yudho_ahmd,
2022-09-13 13:07:42+00:00,1569674181842960384,@jadijago @vianataliee makasiii admin jago,jehaxav,https://twitter.com/jadijago
2022-09-13 13:01:12+00:00,1569672545275871235,"@vianataliee @jadijago KAAKKKK NIAT BANGETTT MAKASIIII, selain bank jago aku rencana juga mau buka sea bank juga soalnya kayanya banyak benefitnya ya? itu pakai kode refeal gimana caranya biar dapet tambahan saldo ka wkwkwk",jehaxav,https://twitter.com/vianataliee
2022-09-13 11:42:39+00:00,1569652776069898240,@vianataliee kaka bawa bank jago ya? ada buaya admin perbulan ngga kalau nabung? soalnya aku mau nabung gitu ka setelah reset kayanya bank jago berpotensi buat nabung tapi belum tau banyak ttg bank jago si,jehaxav,https://twitter.com/vianataliee
2022-09-13 11:26:37+00:00,1569648743179501568,@bedoldesaa @xygrth @ljjae Wkwkwkw. Selow vic. Emang kadang marketing bank yg jago aja nawarin nya. Yg aslinya gak butuh2 banget. Jadi terpengaruh buat ambil utang.,Ianrizky,https://twitter.com/bedoldesaa
2022-09-13 11:05:45+00:00,1569643491030093825,"@nugunudge @mohmahfudmd Si paling nyambung 😭😭👌
Siap, bank jago 😱",dhee_dood,https://twitter.com/nugunudge
2022-09-13 10:59:11+00:00,1569641837199065089,"@youhaem168 Hai Kak @youhaem168. Nama bank yang Kakak sebutkan sudah terdaftar sebagai peserta transaksi BI-FAST selain Bank Jago Syariah, sehingga untuk Bank Jago Syariah silakan dapat konfirmasi ke bank tersebut ya. 😊",blubybcadigital,https://twitter.com/youhaem168
2022-09-13 09:57:52+00:00,1569626405713100806,"Investor Asing Borong, Saham Bank Jago (ARTO) Perlahan Rebound https://t.co/hnnzTvoBN1",InvestorID,
2022-09-13 09:50:21+00:00,1569624514249768960,"@sultohn @worksfess aduh cocok sekali nih, kalo mau pake bank jago bisa tanya2 aku yah aku barusan bikin kemaren, malah dapet bonus saldo",bruyess,https://twitter.com/sultohn
2022-09-13 09:48:10+00:00,1569623965932584961,"@worksfess Pake bank jago aja kalo mau bayar pake kartu visa, ga perlu pake cc",sultohn,https://twitter.com/worksfess
2022-09-13 09:21:46+00:00,1569617323455295489,"@yourfav0riteguy @roealie @overthingqueen @convomfs maaf kak sekalian promosi, kalo buat nabung aku saranin bank jago, ini aku udah jelasin kelebihannya, sama satu lagi dia bisa terintegrasi sama akun Bibit juga (aplikasi investasi), mantep deh kalo buat nabung pokoknya",bruyess,https://twitter.com/TemennyaItachi
2022-09-13 09:11:08+00:00,1569614647900385282,@pakpresidenjb @bhaguz_403 gw jalan bank jago iOS 16,bruyess,https://twitter.com/pakpresidenjb
2022-09-13 09:08:51+00:00,1569614072521555968,"2. Cocok buat yang suka nabung!
di Bank Jago ini ada fitur yang buat kita bisa bikin banyak dompet (ada no rek masing2)! misal nih mau bikin dompet buat tabungan, khusus liburan, dompet buat beli hp baru, jadi kita fokus bisa masukin ke tabungan mana, uangnya dari dompet utama!",bruyess,https://twitter.com/bruyess
2022-09-13 09:08:51+00:00,1569614070684479488,"Menurut aku bank jago ini cocok banget buat kalian yang fokus buat nabung, kenapa?

1. bebas biaya admin - Iyah! gaada biaya bikin akun, saldo awal 0 rupiah gapapa, dan enaknya lagi gaada admin bulanan alias 0 rupiah!",bruyess,https://twitter.com/bruyess
2022-09-13 09:08:50+00:00,1569614068826394624,"Ok cosplay jadi sales dulu…

Yang lagi cari bank digital aku ada saran nih buat kamu, - BANK JAGO - Bank jago itu adalah bank digital yang banyak fiturnya loh! sebelum itu aku mau kasih kode reff dulu di awal, ini yah MUH56DD5

nah fiturnya ada apa aja? sini aku kasih tau 👇",bruyess,
2022-09-13 09:07:17+00:00,1569613676692242442,@youhaem168 Dengan senang hati kami infokan. Tidak bisa ya Bpk Yusuf. Utk layanan BI Fast melalui m-BCA ada utk Bank Jago. :) Tks ^Awan,HaloBCA,https://twitter.com/youhaem168
2022-09-13 09:07:02+00:00,1569613617066135552,@youhaem168 Dengan senang hati kami infokan. Tidak bisa ya Bpk Yusuf. Utk layanan BI Fast melalui m-BCA ada utk Bank Jago. :) Tks ^Awa,HaloBCA,https://twitter.com/youhaem168
2022-09-13 09:04:19+00:00,1569612932513943552,"@bankbtn min moga nanti ada update lagi di BTN Mobile nya. Soalnya ga bs transfer BI-FAST ke Bank Jago Syariah, Muamalat, Seabank, BTPN sama MNC",youhaem168,
2022-09-13 09:02:52+00:00,1569612567760478208,@HaloBCA min knp di M-BCA pas mau transfer ga ada bank jago syariah? Tdnya mau transfer BI-FAST tp ga bisa. Karena ga ada di list nya,youhaem168,
2022-09-13 08:44:49+00:00,1569608022372265984,"@nct_menfess pake bank jago nder, bisa kaya gini https://t.co/X4IwQLBgyp",phyyex,https://twitter.com/nct_menfess
2022-09-13 08:32:31+00:00,1569604929538637831,@bhaguz_403 Dari awal beta aman2 aja. Yang ga jalan cuman bank jago sama ada beberapa use case flip gabisa input amount. Tapi sekarang udh aman,pakpresidenjb,https://twitter.com/bhaguz_403
2022-09-13 07:23:28+00:00,1569587552453115905,"@afiframdhan2 Baik kak, terkait hal tersebut sudah tersedia ya kakak. Mohon pastikan jaringan kamu stabil saat meangakses aplikasi Bank Jago ya. Terima kasih",jadijago,https://twitter.com/afiframdhan2
2022-09-13 07:16:51+00:00,1569585885498454017,"udah kelar tp lama bgt. ada apps yg gabisa dibuka abis update (bank jago). gaada kendala apa2 sih, normal (baterai, storage, dll) malah storage gw turun banyakk gt ga kemakan update -dari 40gb jd 29gb🤪",defursa,https://twitter.com/defursa
2022-09-13 07:00:23+00:00,1569581740494299136,@jadijago min aplikasi jago udah bisa di ios 16?,afiframdhan2,
2022-09-13 06:31:57+00:00,1569574588610392065,"ada hengker bogor pak jago bobol fleeca, pacific bank, sama bobcat namanya robe",agakIaen,
2022-09-13 06:13:28+00:00,1569569934153510913,@rizkyayul @septa_fahmi @mojokdotco btw pake bank jago buat topup bibit lumayan cucok sih promonya 😂 #OOT,inimbakyayah,https://twitter.com/rizkyayul
2022-09-13 05:41:31+00:00,1569561894574489600,"@sbtcon ku pake seabank cuma buat tf dr sppay ke bank lain biar ga kena admin nder, menurutku kl buat nabung agak kurang sih soalnya gabisa ditarik tunai. kalo mau buat nabung aku personal enak jago krn banyak kantongnya dan tarik tunai tf tf juga gratiss",yunjinpieces,https://twitter.com/sbtcon
2022-09-13 04:36:10+00:00,1569545449442545664,"@convomfs bca xpresi, bank jago",phyyex,https://twitter.com/convomfs
2022-09-13 04:31:11+00:00,1569544194028601344,@elSatyaa @Askrlfess jiah masih belum fix berarti. yang bermasalah tokped sama bank jago sih kemaren pas coba ios 16 beta.,wolfloer,https://twitter.com/elSatyaa
2022-09-13 04:20:20+00:00,1569541463939350529,Jago tuh dibawah bank apaan si(?))) buat rek gegara butuh buat tugas praktikum 😓🥲,yanagarago,
2022-09-13 03:58:31+00:00,1569535972643307525,@convomfs Aku ovo dan bank jago si,owalahmon,https://twitter.com/convomfs
2022-09-13 03:51:54+00:00,1569534309882818561,"@inimbakyayah @septa_fahmi @mojokdotco pake bank jago free top up kak. tapi, harus buka rekening dulu😂",rizkyayul,https://twitter.com/inimbakyayah
2022-09-13 03:47:45+00:00,1569533265354309632,"@lonelystarsssss namanya aja jago, apakah punya bank jago? Wkwkw",forthelastttt,https://twitter.com/starryniteeee
2022-09-13 03:01:20+00:00,1569521584679026688,@riskiyaara arto bank jago ta? arto itu bahasa jawanya duit makanya aku ngejokes gitu tadi wkwkw,wonuumingyu,https://twitter.com/riskiyaara
2022-09-13 02:42:53+00:00,1569516939080511488,"Information :
✅Harga sudah termasuk pajak all in dan ongkir dari Thailand
✅Belum termasuk ongkir dari Jakarta
✅Pembayaran bisa melalui BCA, BANK JAGO, OVO, DANA DAN SHOPEE PAY
✅Pelunasan setelah barang dikirim dari Thailand
✅Pelunasan bisa melalui Shopee https://t.co/4a7jOtFXfo",BonsCheap,https://twitter.com/BonsCheap
2022-09-13 02:09:10+00:00,1569508455110803458,"semenjak pake bank jago, jenius gue tdk terpakai wkwkwk kerjaannya tiap buat narikin bulanan yg tdk tertarik",depreshut,
2022-09-13 01:20:49+00:00,1569496286558306306,"@detikcom Apa dari awal negara ini gak punya divisi pengamanan data atau cyber atau apalah untuk hal seperti ini, kominfo emang gak ada? Di hari gini? Semua bank aja pasti ada kok, gak kurang kurang juga yg jago it di negeri ini",pitbullhorn,https://twitter.com/detikcom
2022-09-13 00:11:03+00:00,1569478729268875264,@detikcom Klo buka data BANK nah bru jago.. data pribadi mah bnyak cara... Pke orng dalem jg simpel... Wkkkk netizen dikibuli... 😂,brekeley123,https://twitter.com/detikcom
2022-09-12 19:59:53+00:00,1569415522554646534,"@detikcom woi kalau cuman data pribadi banyak yang juga bisa, tukan foto copy , teller bank, cs celular, gak perlu hacker , kalau jago hack tu bank atau pasar saham.",Auk_Ai_,https://twitter.com/detikcom
2022-09-12 17:07:18+00:00,1569372089085480961,@Vallen_niat @dinetrusted ga perlu...misal beli reksadana itu sejuta...lusanya mau ditarik semuanya bisa bgt...gaada denda atau admin selama bank penampung dan bank tujuan pencairan sama...saran aku pake bank JAGO aja sih...karena ada fitur pencarian instan langsung masuk ke rekening dalam sekejap,imamfz__,https://twitter.com/Vallen_niat
2022-09-12 16:01:25+00:00,1569355512017473536,"@lesyeuxdecal @i_m_mortal_ Aku pengguna selama 2 tahun. Boleh tanya-tanya. Nanti aku share biar dapat promo maksimal.
Biasanya dapet dari referral, gopay, sama bank jago juga (kalau sekalian bikin rekening).

https://t.co/KCWPXVPnZv",txtfromfafa,https://twitter.com/lesyeuxdecal
2022-09-12 15:53:10+00:00,1569353433584660480,@Naedwechitaa @SamudraPutraIn1 @i_m_mortal_ aku biasanya pake bank JAGO buat pencarian soalnya ada fitur pencarian instan....jadi langsung detik itu juga masuk ke rekening hasil CV koin shopee,imamfz__,https://twitter.com/Naedwechitaa
2022-09-12 15:46:31+00:00,1569351759830876164,"@gibran_tweet Kapal Milik Bank Jago Sudah Parkir Di Muara Angke Tapi Persoalan IDX:AMRT 
Gubernur Sulsel Cuma 
100000 TO IDX:COMPOSITE
Selebihnya Busines",a99163956,https://twitter.com/gibran_tweet
2022-09-12 15:28:03+00:00,1569347115083796482,"@ririnindah Pake jenius bisa lok, atau bank jago",ChoiRinDesuka,https://twitter.com/ririnindah
2022-09-12 13:49:41+00:00,1569322357013225473,@jarijungkook Sama2 ka. dr bank jago jg trf gratis ke semua bank ka,azkaq25,https://twitter.com/smgtyahh
2022-09-12 13:39:06+00:00,1569319695962243076,"@bdngfess seabank, bank jago",lovemaboochild,https://twitter.com/bdngfess
2022-09-12 11:49:29+00:00,1569292107168514049,Kenapa fastwork ngga ada pembayaran via Bank jago sih🥲,_flowerkty_,
2022-09-12 10:43:34+00:00,1569275520197738496,"wts saldo paypal 

rate 14.400 prefer yg bisa take all

⚡ fast
❌ no fee
🌏 f&amp;f akun lokal only
🏧 BNI, Jago, Line Bank, Shopeepay, Gopay

Tags zonabu zonaba zonajajan zonauang jasa convert idr to usd  balance wtb beli https://t.co/aoxZAa3Xik",__kiyaaak,https://twitter.com/__kiyaaak
2022-09-12 09:58:17+00:00,1569264123569123333,"Penurunan Harga Berlanjut, Bagaimana Pandangan Analis terhadap Saham Bank Jago (ARTO)? https://t.co/i1YLWW2tHp",InvestorID,
2022-09-12 09:26:43+00:00,1569256179125329922,Bank Jago lagi ada promo apa ya,domnlio,
2022-09-12 08:59:14+00:00,1569249265964437504,"@karirfess bank digital sekarang banyak yg ga ada admin, aku pake neobank sama bank jago, bunganya juga lumayan. kalau mau investasi bisa ke reksadana, khususnya reksadana pasar uang yg low risk, kinerjanya 1 tahun 4-6%. aku ada threadnya kalau mau baca, cek aja di profilku",frrlck,https://twitter.com/karirfess
2022-09-12 07:48:15+00:00,1569231398955003904,"[JASTIP NCT127 THE LINK MAMIHANDEU]

1. Silahkan mengisi booking form terlebih dahulu.
2. Silahkan membayar biaya booking slot sebesar 50,000/tiket.
3. 1 nama/data max 2 tiket.
4. Pembayaran via BCA, Line(Hana Bank), Bank Jago, Shopeepay dan Dana. https://t.co/s0yuH6jHUz",mami_handeu,https://twitter.com/mami_handeu
2022-09-12 06:48:32+00:00,1569216373569785856,"Halo min @indopremier , sebelumnya saya sudah menambahkan rekening bank ke akun ipot saya (BRI dan JAGO), tapi kok sekarang hanya tersisa satu yg terdaftar (BRI)? https://t.co/fJdlCV3S5G",Jiyaad_sabiq,
2022-09-12 05:28:38+00:00,1569196267091394560,"@bakatsatya Bank jago, kalo kamu mau otomatis, pake app Sribuu aja. Bisa connect ke rekening bank",sylonewolf,https://twitter.com/bakatsatya
2022-09-12 05:14:32+00:00,1569192716122324992,"@karirfess btw ini emang karena aku kemaren baru bikin akun juga, cari2 bank digital yg worth. aku pake bank jago ini buat bayar belanja di luar negri",bruyess,https://twitter.com/bruyess
2022-09-12 05:13:23+00:00,1569192427919151104,"@karirfess bisa di bibit, bisa di bank jago, kalo bank jago enak dia bisa bikin banyak dompet gitu jadi bisa fokus buat nabung apa. bebas biaya bulanan.
kalo kamu daftar pake kode red aku ga wkwk MUH56DD5 dapet 25ribu lumayan.",bruyess,https://twitter.com/karirfess
2022-09-12 04:53:02+00:00,1569187305960906757,bank jago bagus ga si🙂 liat mulu di bibit,meggsskkii,
2022-09-12 04:47:25+00:00,1569185890966323200,"@hallo, saya mau tanya. Utk rek bank jago syariah belum bisa di hubungkan ke Gobiz yaa??",ternakt7uyul,
2022-09-12 04:46:04+00:00,1569185553274515456,"hallo, saya mau tanya. Utk rek bank jago syariah belum bisa di hubungkan ke Gobiz yaa?? @jadijago",ternakt7uyul,
2022-09-12 03:17:48+00:00,1569163340185993221,"@jogjamnfs kalau masalah tampilan bank jago sih menurutku (lihat gambar), ekosistemnya juga bagus, bisa terintegrasi ke bibit sama gopay. tapi kalau masalah nabung di neobank sih, kalau neo tampilannya juga bagus lucu, aku ada threadnya, kalau mau baca cek di profilku aja https://t.co/QT5VINYKVh",frrlck,https://twitter.com/jogjamnfs
2022-09-12 03:13:47+00:00,1569162327580352514,"@jadijago hallo, saya mau tanya. Utk rek bank jago syariah belum bisa di hubungkan ke Gobiz yaa??",ternakt7uyul,
2022-09-12 02:41:27+00:00,1569154190349594625,"halo min @gojekindonesia mau verifikasi Bank Jago kok gabisa yaaa, aku DM ya min",sofardb,
2022-09-12 02:38:18+00:00,1569153399400300544,"@Tanyajago kak, saya sudah melakukan pembukaan rekening bank jago pada tgl 8/9 dan sudah membuat kartu debit fisik bank jago tpi smpe skarang knpa belum sampe yaa? Tulisan detail pengirimannya kartu sdg diproses pihak bank terus, apakah pengiriman kartunya memang lama ya kak?",Igenayaa_,
2022-09-12 02:21:05+00:00,1569149066633957378,@jadijago @AKesumaa Bank Jago Mantap👍,AminAmin171717,https://twitter.com/jadijago
2022-09-12 01:09:39+00:00,1569131088215416833,@worksfess pakai bank jago karena dulu sempat ada promo bunga 7%😂,_dxko,https://twitter.com/worksfess
2022-09-11 22:23:31+00:00,1569089279279890432,"@baseumum bank digital sih kalau skrg, aku pake neobank sama bank jago, ga ada biaya admin dan bisa bebas transfer atau top up e wallet, rate bunganya juga lumayan. aku ada threadnya kalau mau baca, bisa cek profilku",frrlck,https://twitter.com/baseumum
2022-09-11 22:08:56+00:00,1569085612535463936,"@therealnurul setauku seabank lebih simple sih fitur2nya, lebih ""rame"" neo, kalau untuk bunganya di tabungan biasanya sama 6% p.a, kalau depositonya aku belum terlalu riset sea sih, karena udah punya neo dan bank jago juga.",frrlck,https://twitter.com/therealnurul
